,Artist Name,Track Name,Popularity,Genres,Playlist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,uri,track_href,analysis_url,duration_ms,time_signature
1957,Radiohead,Paranoid Android,69,"['alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock']",♥ 𝗱𝗿𝗲𝗮𝗺𝘆 ♥,0.251,0.848,5,-6.501,1,0.0579,0.0377,0.00591,0.0545,0.207,163.709,6LgJvl0Xdtc73RJ1mmpotq,spotify:track:6LgJvl0Xdtc73RJ1mmpotq,https://api.spotify.com/v1/tracks/6LgJvl0Xdtc73RJ1mmpotq,https://api.spotify.com/v1/audio-analysis/6LgJvl0Xdtc73RJ1mmpotq,387213,4
1958,Pink Floyd,Seamus - 2011 Remastered Version,37,"['album rock', 'art rock', 'classic rock', 'progressive rock', 'psychedelic rock', 'rock', 'symphonic rock']",ｔｒａｉｎ　ｏｆ　ｔｈｏｕｇｈｔ　っでカ,0.54,0.0772,2,-23.656,1,0.0376,0.803,0.0219,0.106,0.426,72.249,4OxoxJKAaVG0i0PKk6bF1p,spotify:track:4OxoxJKAaVG0i0PKk6bF1p,https://api.spotify.com/v1/tracks/4OxoxJKAaVG0i0PKk6bF1p,https://api.spotify.com/v1/audio-analysis/4OxoxJKAaVG0i0PKk6bF1p,134493,4
1959,Johnny Cash,Hurt,73,"['arkansas country', 'outlaw country']","𝔬𝔫𝔢 𝔬𝔣 𝔱𝔥𝔬𝔰𝔢 𝔫𝔦𝔤𝔥𝔱𝔰 𝔞𝔤𝔞𝔦𝔫, 𝔥𝔲𝔥?",0.534,0.392,9,-7.636,0,0.0267,0.649,0.000227,0.0948,0.163,90.379,28cnXtME493VX9NOw9cIUh,spotify:track:28cnXtME493VX9NOw9cIUh,https://api.spotify.com/v1/tracks/28cnXtME493VX9NOw9cIUh,https://api.spotify.com/v1/audio-analysis/28cnXtME493VX9NOw9cIUh,216533,4
1960,Genesis,Invisible Touch - Remastered 2007,68,"['album rock', 'art rock', 'classic rock', 'mellow gold', 'progressive rock', 'rock', 'soft rock', 'symphonic rock']",𝘤𝘩𝘪𝘭𝘭 𝘥𝘳𝘪𝘷𝘪𝘯',0.623,0.94,0,-5.731,1,0.0365,0.202,0.00184,0.0472,0.837,131.037,480dDrqG7LO6qDaphHeXlM,spotify:track:480dDrqG7LO6qDaphHeXlM,https://api.spotify.com/v1/tracks/480dDrqG7LO6qDaphHeXlM,https://api.spotify.com/v1/audio-analysis/480dDrqG7LO6qDaphHeXlM,210133,4
1961,Bahamas,All I've Ever Known,52,"['canadian indie', 'indie folk', 'indie pop', 'new americana', 'stomp and holler']","𝔬𝔫𝔢 𝔬𝔣 𝔱𝔥𝔬𝔰𝔢 𝔫𝔦𝔤𝔥𝔱𝔰 𝔞𝔤𝔞𝔦𝔫, 𝔥𝔲𝔥?",0.681,0.202,5,-11.16,1,0.0317,0.688,0.247,0.108,0.254,126.05,7I8ftQPSknxqIH8jiuh6iv,spotify:track:7I8ftQPSknxqIH8jiuh6iv,https://api.spotify.com/v1/tracks/7I8ftQPSknxqIH8jiuh6iv,https://api.spotify.com/v1/audio-analysis/7I8ftQPSknxqIH8jiuh6iv,375973,4
1962,The Strokes,Why Are Sundays So Depressing,67,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",just another boring week,0.579,0.714,0,-4.455,1,0.0347,0.00258,0.0269,0.111,0.299,109.971,1aOxOpH4AkGAd8OMrKjyNY,spotify:track:1aOxOpH4AkGAd8OMrKjyNY,https://api.spotify.com/v1/tracks/1aOxOpH4AkGAd8OMrKjyNY,https://api.spotify.com/v1/audio-analysis/1aOxOpH4AkGAd8OMrKjyNY,275667,4
1963,Imagination,Flashback,44,"['brit funk', 'disco', 'post-disco']",march '22,0.698,0.432,2,-17.31,1,0.0375,0.298,0.00762,0.0485,0.679,110.129,1EOlxJCq3fXCIvqWJm1xrO,spotify:track:1EOlxJCq3fXCIvqWJm1xrO,https://api.spotify.com/v1/tracks/1EOlxJCq3fXCIvqWJm1xrO,https://api.spotify.com/v1/audio-analysis/1EOlxJCq3fXCIvqWJm1xrO,275733,4
1964,Lebanon Hanover,Gallowdance,66,"['dark post-punk', 'minimal wave']",july '22,0.705,0.766,8,-8.432,1,0.033,0.511,0.845,0.109,0.279,138.033,74SUn8w4lYSwgOGPvVZiEo,spotify:track:74SUn8w4lYSwgOGPvVZiEo,https://api.spotify.com/v1/tracks/74SUn8w4lYSwgOGPvVZiEo,https://api.spotify.com/v1/audio-analysis/74SUn8w4lYSwgOGPvVZiEo,292600,4
1965,Ixindamix,The Hypochondriac - Acid Cheese Mix,11,['tekno'],𝔾𝔸𝕊,0.788,0.718,10,-7.585,0,0.0736,3.22e-05,0.305,0.0655,0.338,134.992,21w5HXwb8MzInwpe7difOY,spotify:track:21w5HXwb8MzInwpe7difOY,https://api.spotify.com/v1/tracks/21w5HXwb8MzInwpe7difOY,https://api.spotify.com/v1/audio-analysis/21w5HXwb8MzInwpe7difOY,369085,4
1966,Patron Saint of Bridge Burners,The Worst Best Dream I Ever Had,34,['lo-fi emo'],"𝔬𝔫𝔢 𝔬𝔣 𝔱𝔥𝔬𝔰𝔢 𝔫𝔦𝔤𝔥𝔱𝔰 𝔞𝔤𝔞𝔦𝔫, 𝔥𝔲𝔥?",0.466,0.653,8,-8.36,1,0.117,0.368,0.0,0.158,0.304,73.908,3tHmlbnxEBhqo57A9P8GnQ,spotify:track:3tHmlbnxEBhqo57A9P8GnQ,https://api.spotify.com/v1/tracks/3tHmlbnxEBhqo57A9P8GnQ,https://api.spotify.com/v1/audio-analysis/3tHmlbnxEBhqo57A9P8GnQ,241579,4
1967,Joy Division,She's Lost Control - 2007 Remaster,60,"['alternative rock', 'art rock', 'madchester', 'new wave', 'post-punk', 'rock', 'uk post-punk']",disco sadness,0.485,0.846,11,-7.63,0,0.0528,0.0157,0.0287,0.0766,0.743,144.246,0rcLhYRihks3t4lFPtHhQV,spotify:track:0rcLhYRihks3t4lFPtHhQV,https://api.spotify.com/v1/tracks/0rcLhYRihks3t4lFPtHhQV,https://api.spotify.com/v1/audio-analysis/0rcLhYRihks3t4lFPtHhQV,237013,4
1968,girl in red,we fell in love in october,85,"['bedroom pop', 'indie pop', 'norwegian indie', 'pop']",ʷʰʸ ᵃʳᵉ ᵐᵒⁿᵗʰˢ ˢᵒ ᶜᵒᵐᵐᵒⁿ ⁱⁿ ˢᵒⁿᵍ ᵗⁱᵗˡᵉˢ ˡᵐᵃᵒ,0.566,0.366,7,-12.808,1,0.028,0.113,0.181,0.155,0.237,129.96,6IPwKM3fUUzlElbvKw2sKl,spotify:track:6IPwKM3fUUzlElbvKw2sKl,https://api.spotify.com/v1/tracks/6IPwKM3fUUzlElbvKw2sKl,https://api.spotify.com/v1/audio-analysis/6IPwKM3fUUzlElbvKw2sKl,184154,4
1969,American Football,For Sure,42,"['alternative emo', 'emo', 'math rock', 'midwest emo']",ｔｒａｉｎ　ｏｆ　ｔｈｏｕｇｈｔ　っでカ,0.557,0.467,5,-11.143,1,0.0271,0.5,0.804,0.096,0.09,81.822,721nLRpzkwSmuVzbNeRxx6,spotify:track:721nLRpzkwSmuVzbNeRxx6,https://api.spotify.com/v1/tracks/721nLRpzkwSmuVzbNeRxx6,https://api.spotify.com/v1/audio-analysis/721nLRpzkwSmuVzbNeRxx6,196120,4
1970,Quercia,Nubi,29,"['italian emo', 'italian indie pop', 'italian post-hardcore', 'sardinia indie']",D҉E҉S҉P҉A҉I҉R҉,0.537,0.946,11,-2.387,0,0.0543,0.0246,2.5e-05,0.107,0.719,144.822,0YNRFLLyOBFif4tyLCIPXr,spotify:track:0YNRFLLyOBFif4tyLCIPXr,https://api.spotify.com/v1/tracks/0YNRFLLyOBFif4tyLCIPXr,https://api.spotify.com/v1/audio-analysis/0YNRFLLyOBFif4tyLCIPXr,152994,4
1971,The Smashing Pumpkins,1979 - Remastered 2012,76,"['alternative metal', 'alternative rock', 'grunge', 'permanent wave', 'pop rock', 'rock', 'spacegrunge']",♥ 𝗱𝗿𝗲𝗮𝗺𝘆 ♥,0.767,0.787,3,-9.897,1,0.0331,0.0163,0.583,0.0513,0.964,126.879,5QLHGv0DfpeXLNFo7SFEy1,spotify:track:5QLHGv0DfpeXLNFo7SFEy1,https://api.spotify.com/v1/tracks/5QLHGv0DfpeXLNFo7SFEy1,https://api.spotify.com/v1/audio-analysis/5QLHGv0DfpeXLNFo7SFEy1,266200,4
1972,Geek Music,The Legend of Zelda (1986) - Main Theme,24,[],u fucking nerd,0.519,0.361,6,-14.709,1,0.0355,0.72,0.727,0.178,0.572,121.69,4iSzuablMRak91mMrr5mPd,spotify:track:4iSzuablMRak91mMrr5mPd,https://api.spotify.com/v1/tracks/4iSzuablMRak91mMrr5mPd,https://api.spotify.com/v1/audio-analysis/4iSzuablMRak91mMrr5mPd,169762,4
1973,chiello,Sul fondo dello scrigno,40,"['italian hip hop', 'italian indie pop']",D҉E҉S҉P҉A҉I҉R҉,0.329,0.606,0,-5.284,0,0.0297,0.0315,0.0,0.201,0.23,146.077,4m1bSFNSCrf3lEV38cUJpT,spotify:track:4m1bSFNSCrf3lEV38cUJpT,https://api.spotify.com/v1/tracks/4m1bSFNSCrf3lEV38cUJpT,https://api.spotify.com/v1/audio-analysis/4m1bSFNSCrf3lEV38cUJpT,158530,4
1974,Tears For Fears,Everybody Wants To Rule The World,85,"['new romantic', 'new wave', 'new wave pop', 'permanent wave', 'rock', 'sophisti-pop', 'synthpop']",august '22,0.645,0.795,7,-12.095,1,0.0527,0.347,0.00389,0.104,0.535,112.067,4RvWPyQ5RL0ao9LPZeSouE,spotify:track:4RvWPyQ5RL0ao9LPZeSouE,https://api.spotify.com/v1/tracks/4RvWPyQ5RL0ao9LPZeSouE,https://api.spotify.com/v1/audio-analysis/4RvWPyQ5RL0ao9LPZeSouE,251489,4
1975,bdrmm,Heaven,16,"['bedroom pop', 'chamber psych', 'hull indie', 'nu gaze']",ｔｒａｉｎ　ｏｆ　ｔｈｏｕｇｈｔ　っでカ,0.66,0.639,0,-9.221,1,0.029,0.000682,0.537,0.0774,0.24,116.98,3DQDDYLOdNIGli8BRUs40V,spotify:track:3DQDDYLOdNIGli8BRUs40V,https://api.spotify.com/v1/tracks/3DQDDYLOdNIGli8BRUs40V,https://api.spotify.com/v1/audio-analysis/3DQDDYLOdNIGli8BRUs40V,275911,4
1976,Mount Eerie,Moon Sequel,40,"['alternative rock', 'anti-folk', 'art pop', 'dream pop', 'indie rock', 'lo-fi', 'melancholia', 'washington indie']",𝘔𝘖𝘖𝘕 𝘠𝘖𝘜 𝘘𝘜𝘌𝘌𝘕!!,0.535,0.217,7,-16.143,1,0.0363,0.958,0.199,0.0907,0.145,136.215,4ahWXLq9Hr7zqWDHDxyMGe,spotify:track:4ahWXLq9Hr7zqWDHDxyMGe,https://api.spotify.com/v1/tracks/4ahWXLq9Hr7zqWDHDxyMGe,https://api.spotify.com/v1/audio-analysis/4ahWXLq9Hr7zqWDHDxyMGe,155667,4
1977,SEATBELTS,Space Lion,49,[],march '22,0.402,0.36,3,-12.329,1,0.0318,0.0966,0.784,0.0911,0.142,161.965,5cXgboyjy6wmjQ8zHvZdEq,spotify:track:5cXgboyjy6wmjQ8zHvZdEq,https://api.spotify.com/v1/tracks/5cXgboyjy6wmjQ8zHvZdEq,https://api.spotify.com/v1/audio-analysis/5cXgboyjy6wmjQ8zHvZdEq,431360,4
1978,SEGA SOUND TEAM,Debt Cleanup,27,['sound team'],u fucking nerd,0.33,0.933,9,-3.776,0,0.108,1.74e-06,0.947,0.0791,0.239,99.974,39cJ2E3NJmsXrVzkNxWAlW,spotify:track:39cJ2E3NJmsXrVzkNxWAlW,https://api.spotify.com/v1/tracks/39cJ2E3NJmsXrVzkNxWAlW,https://api.spotify.com/v1/audio-analysis/39cJ2E3NJmsXrVzkNxWAlW,121876,4
1979,Beat Happening,Cat Walk,15,"['alternative pop', 'alternative rock', 'anti-folk', 'c86', 'dream pop', 'experimental', 'gbvfi', 'indie rock', 'lo-fi', 'noise pop', 'olympia wa indie', 'post-punk', 'riot grrrl', 'tape club', 'twee pop']",may '22,0.796,0.663,4,-8.863,1,0.0372,0.838,0.483,0.0974,0.725,139.689,30BTMPD05XhAShgGYg0jQR,spotify:track:30BTMPD05XhAShgGYg0jQR,https://api.spotify.com/v1/tracks/30BTMPD05XhAShgGYg0jQR,https://api.spotify.com/v1/audio-analysis/30BTMPD05XhAShgGYg0jQR,118707,4
1980,I Cani,Non C'é Niente Di Twee,24,"['italian alternative', 'italian indie pop', 'rome indie']",𝐢𝐥 𝐛𝐞𝐥 𝐩𝐚𝐞𝐬𝐞,0.598,0.952,6,-6.226,1,0.0876,0.00443,0.000524,0.0859,0.573,132.0,1BXZ59fOOv5llTHLNWAuB8,spotify:track:1BXZ59fOOv5llTHLNWAuB8,https://api.spotify.com/v1/tracks/1BXZ59fOOv5llTHLNWAuB8,https://api.spotify.com/v1/audio-analysis/1BXZ59fOOv5llTHLNWAuB8,245267,4
1981,Hole,Doll Parts,58,"['alternative rock', 'grunge', 'rock']",october '21,0.245,0.542,7,-7.159,1,0.0324,0.147,4.05e-06,0.102,0.365,204.824,49t1GWE6ZiEoBgN92oMDdM,spotify:track:49t1GWE6ZiEoBgN92oMDdM,https://api.spotify.com/v1/tracks/49t1GWE6ZiEoBgN92oMDdM,https://api.spotify.com/v1/audio-analysis/49t1GWE6ZiEoBgN92oMDdM,211960,4
1982,Pink Floyd,A Pillow Of Winds - 2011 Remastered Version,47,"['album rock', 'art rock', 'classic rock', 'progressive rock', 'psychedelic rock', 'rock', 'symphonic rock']",ｔｒａｉｎ　ｏｆ　ｔｈｏｕｇｈｔ　っでカ,0.362,0.164,9,-18.48,1,0.0321,0.454,0.00218,0.0622,0.239,143.028,1t8pPoX4Pj7Gdy07gxlKgM,spotify:track:1t8pPoX4Pj7Gdy07gxlKgM,https://api.spotify.com/v1/tracks/1t8pPoX4Pj7Gdy07gxlKgM,https://api.spotify.com/v1/audio-analysis/1t8pPoX4Pj7Gdy07gxlKgM,313160,4
1983,The Obsessives,Camping,26,"['alternative emo', 'bubblegrunge', 'dc indie', 'emo', 'midwest emo']",august '22,0.664,0.572,1,-7.024,0,0.0381,0.0937,5.9e-06,0.14,0.382,115.025,0516bZhgnly8do7H5DJdJV,spotify:track:0516bZhgnly8do7H5DJdJV,https://api.spotify.com/v1/tracks/0516bZhgnly8do7H5DJdJV,https://api.spotify.com/v1/audio-analysis/0516bZhgnly8do7H5DJdJV,255373,4
1984,Khruangbin,Cómo Te Quiero,45,['neo-psychedelic'],【﻿ｍｅｌａｎｃｈｏｌｉａ】,0.608,0.277,7,-11.917,1,0.0282,0.622,0.896,0.498,0.437,126.501,3v9g8iM3v5irWQHqFWaDSo,spotify:track:3v9g8iM3v5irWQHqFWaDSo,https://api.spotify.com/v1/tracks/3v9g8iM3v5irWQHqFWaDSo,https://api.spotify.com/v1/audio-analysis/3v9g8iM3v5irWQHqFWaDSo,242536,4
1985,Braxton Burks,Battle with Ho-Oh,26,"['lo-fi vgm', 'otacore', 'pokemon']",u fucking nerd,0.417,0.461,4,-14.551,0,0.0432,0.375,0.225,0.053,0.282,90.242,3Gi2WHUnY0cK22Bmclfw3Z,spotify:track:3Gi2WHUnY0cK22Bmclfw3Z,https://api.spotify.com/v1/tracks/3Gi2WHUnY0cK22Bmclfw3Z,https://api.spotify.com/v1/audio-analysis/3Gi2WHUnY0cK22Bmclfw3Z,176000,4
1986,Mom Jeans.,*Sobs Quietly*,55,"['alternative emo', 'diy emo', 'emo', 'indie punk', 'north carolina emo']",🌱,0.422,0.785,9,-9.474,1,0.0949,0.00599,1.5e-06,0.0941,0.396,117.156,794wvyVcaQpECvWCBQpaTB,spotify:track:794wvyVcaQpECvWCBQpaTB,https://api.spotify.com/v1/tracks/794wvyVcaQpECvWCBQpaTB,https://api.spotify.com/v1/audio-analysis/794wvyVcaQpECvWCBQpaTB,118465,3
1987,Born Without Bones,Stone,48,"['alternative emo', 'anthem emo', 'emo', 'new england emo']",【﻿ｍｅｌａｎｃｈｏｌｉａ】,0.493,0.343,4,-9.299,1,0.0293,0.13,0.0,0.116,0.163,103.37,7EdO50H2O5QuqAcEGCKeFY,spotify:track:7EdO50H2O5QuqAcEGCKeFY,https://api.spotify.com/v1/tracks/7EdO50H2O5QuqAcEGCKeFY,https://api.spotify.com/v1/audio-analysis/7EdO50H2O5QuqAcEGCKeFY,213831,3
1988,Explosions In The Sky,Six Days at the Bottom of the Ocean,29,"['american post-rock', 'cinematic post-rock', 'instrumental post-rock', 'melancholia', 'post-rock']",ｔｒａｉｎ　ｏｆ　ｔｈｏｕｇｈｔ　っでカ,0.241,0.388,2,-16.543,0,0.0349,0.37,0.878,0.163,0.0721,108.695,67Rj97HFETwNk5pvb6p4pI,spotify:track:67Rj97HFETwNk5pvb6p4pI,https://api.spotify.com/v1/tracks/67Rj97HFETwNk5pvb6p4pI,https://api.spotify.com/v1/audio-analysis/67Rj97HFETwNk5pvb6p4pI,523040,3
1989,Gazebo Penguins,Senza di te,34,"['italian alternative', 'italian emo', 'italian indie pop', 'italian post-hardcore']",D҉E҉S҉P҉A҉I҉R҉,0.212,0.814,11,-6.705,1,0.0352,9.81e-05,0.066,0.0714,0.452,171.386,1HzsQ0ZQuWL4MPk6fEQzxE,spotify:track:1HzsQ0ZQuWL4MPk6fEQzxE,https://api.spotify.com/v1/tracks/1HzsQ0ZQuWL4MPk6fEQzxE,https://api.spotify.com/v1/audio-analysis/1HzsQ0ZQuWL4MPk6fEQzxE,143373,3
1990,S. Kiyotaka & Omega Tribe,Dear Breeze,48,['classic city pop'],ｓｈｉｂｕｙａ,0.635,0.61,8,-6.73,1,0.0257,0.413,0.00455,0.26,0.742,91.211,0DCzMvkONMvWDiOtVzyRUX,spotify:track:0DCzMvkONMvWDiOtVzyRUX,https://api.spotify.com/v1/tracks/0DCzMvkONMvWDiOtVzyRUX,https://api.spotify.com/v1/audio-analysis/0DCzMvkONMvWDiOtVzyRUX,241360,4
1991,Fine Before You Came,Fede,15,"['indie rock italiano', 'italian alternative', 'italian emo', 'italian indie pop', 'italian post-hardcore', 'milan indie']",17,0.314,0.798,5,-6.803,1,0.0388,0.00134,0.0228,0.136,0.302,120.932,6Qek2WoQaYAc7wO8NQew5k,spotify:track:6Qek2WoQaYAc7wO8NQew5k,https://api.spotify.com/v1/tracks/6Qek2WoQaYAc7wO8NQew5k,https://api.spotify.com/v1/audio-analysis/6Qek2WoQaYAc7wO8NQew5k,282013,4
1992,Morfuco,Salvm L'anm,25,['rap napoletano'],hip h໐p ¢นlt,0.912,0.627,7,-6.492,1,0.306,0.264,0.0,0.0879,0.766,90.014,4GvFBUaD0T0uVdPXgtvPWL,spotify:track:4GvFBUaD0T0uVdPXgtvPWL,https://api.spotify.com/v1/tracks/4GvFBUaD0T0uVdPXgtvPWL,https://api.spotify.com/v1/audio-analysis/4GvFBUaD0T0uVdPXgtvPWL,280869,4
1993,Palace,"Someday, Somewhere",47,['english indie rock'],【﻿ｍｅｌａｎｃｈｏｌｉａ】,0.388,0.358,0,-9.389,1,0.0421,0.608,0.00488,0.113,0.154,129.724,75Ibf9kajH52v2uBNc7pkp,spotify:track:75Ibf9kajH52v2uBNc7pkp,https://api.spotify.com/v1/tracks/75Ibf9kajH52v2uBNc7pkp,https://api.spotify.com/v1/audio-analysis/75Ibf9kajH52v2uBNc7pkp,192462,4
1994,Giovanni Truppi,Lettera a Papa Francesco I,13,['italian indie pop'],𝐢𝐥 𝐛𝐞𝐥 𝐩𝐚𝐞𝐬𝐞,0.625,0.868,10,-6.323,0,0.0729,0.0165,6.28e-06,0.109,0.824,155.038,3Y3B4FjRheD4vvYbkntPGS,spotify:track:3Y3B4FjRheD4vvYbkntPGS,https://api.spotify.com/v1/tracks/3Y3B4FjRheD4vvYbkntPGS,https://api.spotify.com/v1/audio-analysis/3Y3B4FjRheD4vvYbkntPGS,214253,4
1995,Earl Sweatshirt,Sunday (feat. Frank Ocean),61,"['alternative hip hop', 'experimental hip hop', 'hip hop', 'rap', 'underground hip hop']",just another boring week,0.716,0.568,2,-8.904,1,0.212,0.278,1.98e-06,0.385,0.905,136.894,0fAehaneUJdlSlWXYe1KZp,spotify:track:0fAehaneUJdlSlWXYe1KZp,https://api.spotify.com/v1/tracks/0fAehaneUJdlSlWXYe1KZp,https://api.spotify.com/v1/audio-analysis/0fAehaneUJdlSlWXYe1KZp,205800,4
1996,Baustelle,"Veronica, n.2",37,"['italian adult pop', 'italian alternative', 'italian indie pop']",17,0.526,0.904,11,-4.077,0,0.0514,0.00695,0.0,0.37,0.724,151.937,4W3vYvW8ivZuKM9UdMnhM9,spotify:track:4W3vYvW8ivZuKM9UdMnhM9,https://api.spotify.com/v1/tracks/4W3vYvW8ivZuKM9UdMnhM9,https://api.spotify.com/v1/audio-analysis/4W3vYvW8ivZuKM9UdMnhM9,230320,4
1997,Not Of This World,Not Of This World,0,[],D҉E҉S҉P҉A҉I҉R҉,0.552,0.484,0,-15.016,0,0.0294,0.0201,0.896,0.251,0.481,118.073,4vjmbbYXrfaSAupp6wheU0,spotify:track:4vjmbbYXrfaSAupp6wheU0,https://api.spotify.com/v1/tracks/4vjmbbYXrfaSAupp6wheU0,https://api.spotify.com/v1/audio-analysis/4vjmbbYXrfaSAupp6wheU0,202222,4
1998,Twenty One Pilots,Truce,59,"['modern rock', 'rock']","𝔬𝔫𝔢 𝔬𝔣 𝔱𝔥𝔬𝔰𝔢 𝔫𝔦𝔤𝔥𝔱𝔰 𝔞𝔤𝔞𝔦𝔫, 𝔥𝔲𝔥?",0.537,0.0231,7,-14.407,1,0.0475,0.994,0.0471,0.146,0.342,120.322,6BEKt5axiNeWCr9huv0k7I,spotify:track:6BEKt5axiNeWCr9huv0k7I,https://api.spotify.com/v1/tracks/6BEKt5axiNeWCr9huv0k7I,https://api.spotify.com/v1/audio-analysis/6BEKt5axiNeWCr9huv0k7I,142547,4
1999,Funeral Suits,All Those Friendly People,43,['shimmer pop'],mancu i cani,0.371,0.869,2,-4.873,1,0.071,0.00997,0.0,0.166,0.472,120.647,5RqJrJRVZ0wdiI4yFuv3u6,spotify:track:5RqJrJRVZ0wdiI4yFuv3u6,https://api.spotify.com/v1/tracks/5RqJrJRVZ0wdiI4yFuv3u6,https://api.spotify.com/v1/audio-analysis/5RqJrJRVZ0wdiI4yFuv3u6,278987,4
2000,Arctic Monkeys,Fluorescent Adolescent,77,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",november '22,0.654,0.828,1,-5.377,0,0.0281,0.00146,0.000144,0.122,0.79,112.056,2x8evxqUlF0eRabbW2JBJd,spotify:track:2x8evxqUlF0eRabbW2JBJd,https://api.spotify.com/v1/tracks/2x8evxqUlF0eRabbW2JBJd,https://api.spotify.com/v1/audio-analysis/2x8evxqUlF0eRabbW2JBJd,183893,4
2001,Born Without Bones,Rough Terrain (Reprise),35,"['alternative emo', 'anthem emo', 'emo', 'new england emo']",deal with reality,0.377,0.458,1,-7.17,1,0.0434,0.0223,4.3e-06,0.0667,0.0359,132.604,7BoysaAQ82BQEntc2z7G3U,spotify:track:7BoysaAQ82BQEntc2z7G3U,https://api.spotify.com/v1/tracks/7BoysaAQ82BQEntc2z7G3U,https://api.spotify.com/v1/audio-analysis/7BoysaAQ82BQEntc2z7G3U,296609,4
2002,I Cani,Protobodhisattva,28,"['italian alternative', 'italian indie pop', 'rome indie']",𝐢𝐥 𝐛𝐞𝐥 𝐩𝐚𝐞𝐬𝐞,0.717,0.767,2,-5.735,0,0.0322,0.157,0.000383,0.178,0.703,120.021,2HjOTapiCQFB6HObVRndPk,spotify:track:2HjOTapiCQFB6HObVRndPk,https://api.spotify.com/v1/tracks/2HjOTapiCQFB6HObVRndPk,https://api.spotify.com/v1/audio-analysis/2HjOTapiCQFB6HObVRndPk,249467,4
2003,Gorillaz,On Melancholy Hill,76,['alternative hip hop'],【﻿ｍｅｌａｎｃｈｏｌｉａ】,0.689,0.739,2,-5.81,1,0.026,1.51e-05,0.509,0.064,0.578,120.423,0q6LuUqGLUiCPP1cbdwFs3,spotify:track:0q6LuUqGLUiCPP1cbdwFs3,https://api.spotify.com/v1/tracks/0q6LuUqGLUiCPP1cbdwFs3,https://api.spotify.com/v1/audio-analysis/0q6LuUqGLUiCPP1cbdwFs3,233867,4
2004,Ice Cube,Doing Dumb Shit,31,"['conscious hip hop', 'g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",bassbassbassbassbass,0.763,0.908,10,-6.343,0,0.213,0.261,0.000164,0.334,0.691,108.221,6cojHKbUP58KTjWhSvp6Lo,spotify:track:6cojHKbUP58KTjWhSvp6Lo,https://api.spotify.com/v1/tracks/6cojHKbUP58KTjWhSvp6Lo,https://api.spotify.com/v1/audio-analysis/6cojHKbUP58KTjWhSvp6Lo,225067,4
2005,Muse,Hysteria,72,"['modern rock', 'permanent wave', 'rock']",bassbassbassbassbass,0.412,0.92,9,-4.852,0,0.0575,0.000456,0.0026,0.11,0.455,93.162,7xyYsOvq5Ec3P4fr6mM9fD,spotify:track:7xyYsOvq5Ec3P4fr6mM9fD,https://api.spotify.com/v1/tracks/7xyYsOvq5Ec3P4fr6mM9fD,https://api.spotify.com/v1/audio-analysis/7xyYsOvq5Ec3P4fr6mM9fD,227440,4
2006,Belle and Sebastian,The Boy With the Arab Strap,59,"['alternative rock', 'anti-folk', 'art rock', 'baroque pop', 'chamber pop', 'indie pop', 'indie rock', 'melancholia', 'pop rock', 'scottish indie', 'scottish rock', 'singer-songwriter', 'twee pop']",london calling,0.577,0.828,7,-9.805,1,0.0556,0.358,0.013,0.0683,0.706,142.365,5GPPI3rnZDptLYRN4vTUoZ,spotify:track:5GPPI3rnZDptLYRN4vTUoZ,https://api.spotify.com/v1/tracks/5GPPI3rnZDptLYRN4vTUoZ,https://api.spotify.com/v1/audio-analysis/5GPPI3rnZDptLYRN4vTUoZ,314067,4
2007,Pink Floyd,Childhood's End - 2011 Remastered Version,43,"['album rock', 'art rock', 'classic rock', 'progressive rock', 'psychedelic rock', 'rock', 'symphonic rock']",ｔｒａｉｎ　ｏｆ　ｔｈｏｕｇｈｔ　っでカ,0.672,0.321,9,-16.789,1,0.0435,0.136,4.64e-05,0.0934,0.202,125.041,4uxrLzUlWG71UR4jN1G4cL,spotify:track:4uxrLzUlWG71UR4jN1G4cL,https://api.spotify.com/v1/tracks/4uxrLzUlWG71UR4jN1G4cL,https://api.spotify.com/v1/audio-analysis/4uxrLzUlWG71UR4jN1G4cL,273693,4
2008,The Flaming Lips,Approaching Pavonis Mons by Balloon (Utopia Planitia),34,"['alternative rock', 'art rock', 'indie rock', 'modern rock', 'noise pop', 'okc indie', 'rock']",space cowboy,0.418,0.729,4,-4.131,0,0.0311,0.000116,0.311,0.102,0.279,166.454,7zq5lyei1uoskShdtxQO1o,spotify:track:7zq5lyei1uoskShdtxQO1o,https://api.spotify.com/v1/tracks/7zq5lyei1uoskShdtxQO1o,https://api.spotify.com/v1/audio-analysis/7zq5lyei1uoskShdtxQO1o,189280,4
2009,The Zen Circus,Viva,43,"['indie rock italiano', 'italian alternative', 'italian indie pop']",mancu i cani,0.381,0.91,0,-4.349,1,0.0478,0.13,0.0,0.162,0.563,78.315,2vDDxjDdkF3230Jla9wvHb,spotify:track:2vDDxjDdkF3230Jla9wvHb,https://api.spotify.com/v1/tracks/2vDDxjDdkF3230Jla9wvHb,https://api.spotify.com/v1/audio-analysis/2vDDxjDdkF3230Jla9wvHb,216267,4
